;id;Target;total_score;age_score;sex_score
743;3835;0;0.85;0.8;0.4
744;3887;0;0.4;0.4;0.2
745;2769;0;0.0;0.05;0.4
746;2077;0;0.55;0.95;0.55
747;3560;0;0.9;0.9;0.7
748;2301;0;0.0;0.85;0.05
749;1716;0;0.3;0.95;0.6
750;4805;0;0.15;0.05;0.75
751;3103;0;0.3;0.05;0.85
752;3665;0;0.0;0.5;0.05
753;3176;0;0.0;0.25;0.0
754;755;0;0.7;0.05;0.2
755;929;0;0.95;0.8;0.7
756;3677;0;0.55;0.0;0.2
757;412;0;0.0;0.0;0.95
758;549;0;0.45;0.1;0.1
759;4320;0;0.0;0.9;0.05
760;3163;0;0.2;0.65;0.9
761;1440;0;0.8;0.75;0.85
762;2540;0;0.3;0.3;0.7
763;2697;0;0.95;0.65;0.9
764;4230;0;0.7;0.8;0.7
765;3293;0;0.0;0.6;0.45
766;2095;0;0.3;0.1;0.0
767;4438;0;0.3;0.05;0.0
768;3193;0;0.7;0.25;0.05
769;1243;0;0.0;0.05;0.15
770;1117;0;0.7;0.0;0.05
771;2537;0;0.0;0.05;0.4
772;151;0;0.45;0.7;0.85
773;3455;0;0.3;0.4;0.0
774;2327;0;0.0;0.45;0.15
775;1200;1;0.95;0.85;0.2
776;1378;0;0.95;0.8;0.3
777;3379;0;0.2;0.75;0.0
778;3903;0;0.8;0.05;0.75
779;962;1;0.5;0.95;0.95
780;3006;0;0.0;0.45;0.7
781;722;0;0.85;0.8;0.95
782;3552;0;0.0;0.15;0.05
783;3820;0;0.95;0.85;0.05
784;3854;0;0.7;0.45;0.65
785;2566;0;0.4;0.45;0.1
786;2747;0;0.7;0.2;0.0
787;4051;0;0.85;0.65;0.2
788;407;0;0.7;0.05;0.85
789;3886;0;0.0;0.1;0.15
790;335;1;0.95;0.95;0.75
791;4264;0;0.0;0.55;0.9
792;1002;0;0.45;0.85;0.55
793;3716;0;0.15;0.65;0.45
794;4052;0;0.0;0.05;0.85
795;798;0;0.3;0.75;0.5
796;1471;0;0.45;0.15;0.5
797;2466;0;0.3;0.4;0.3
798;3197;0;0.2;0.15;0.25
799;203;0;0.4;0.85;0.75
800;123;1;0.9;0.9;0.25
801;4065;0;0.0;0.65;0.5
802;3403;1;0.45;0.3;0.55
803;455;0;0.3;0.7;0.2
804;4459;0;0.0;0.45;0.1
805;1055;0;0.0;0.15;0.75
806;3294;0;0.9;0.65;0.6
807;4315;0;0.0;0.0;0.1
808;2651;0;0.0;0.15;0.05
809;4888;0;0.0;0.4;0.45
810;601;0;0.0;0.6;0.55
811;1601;0;0.45;0.7;0.6
812;206;0;0.5;0.9;0.6
813;3469;0;0.6;0.0;0.15
814;4385;1;0.5;0.85;0.1
815;1433;1;0.7;0.45;0.55
816;3848;0;0.15;0.25;0.4
817;2293;0;0.7;0.2;0.55
818;1148;0;0.4;0.05;0.3
819;3354;1;0.55;0.05;0.05
820;2028;0;0.45;0.45;0.75
821;285;0;0.3;0.15;0.0
822;2194;0;0.95;0.5;0.45
823;4354;0;0.55;0.7;0.25
824;2915;0;0.9;0.8;0.05
825;2068;0;0.0;0.25;0.1
826;4732;0;0.5;0.7;0.9
827;4840;1;0.7;0.55;0.0
828;2920;0;0.0;0.0;0.3
829;913;0;0.85;0.95;0.15
830;507;0;0.7;0.45;0.95
831;4322;0;0.15;0.75;0.25
832;1581;0;0.0;0.05;0.8
833;306;0;0.3;0.45;0.1
834;1240;0;0.0;0.4;0.9
835;1558;0;0.7;0.55;0.35
836;1033;0;0.3;0.5;0.0
837;474;0;0.3;0.0;0.6
838;3582;0;0.55;0.25;0.95
839;4775;0;0.8;0.85;0.6
840;516;0;0.7;0.45;0.35
841;1363;0;0.4;0.4;0.2
842;874;0;0.3;0.25;0.5
843;2031;0;0.6;0.05;0.0
844;763;0;0.2;0.5;0.2
845;3509;0;0.0;0.15;0.05
846;769;0;0.0;0.0;0.45
847;2344;0;0.7;0.05;0.45
848;89;1;0.95;0.95;0.25
849;3921;0;0.3;0.25;0.05
850;2050;0;0.8;0.95;0.25
851;3313;0;0.5;0.8;0.5
852;4650;0;0.85;0.9;0.85
853;1805;0;0.5;0.4;0.35
854;1194;0;0.7;0.1;0.5
855;2871;0;0.0;0.1;0.2
856;508;0;0.5;0.45;0.3
857;1757;0;0.7;0.05;0.2
858;2516;0;0.95;0.95;0.45
859;4850;0;0.0;0.1;0.9
860;358;0;0.7;0.0;0.2
861;1919;0;0.4;0.4;0.0
862;3559;0;0.0;0.35;0.05
863;2654;0;0.4;0.55;0.4
864;1944;0;0.7;0.2;0.45
865;2005;0;0.3;0.6;0.8
866;3205;0;0.7;0.25;0.05
867;2821;0;0.0;0.4;0.35
868;662;0;0.3;0.2;0.2
869;2884;0;0.7;0.85;0.8
870;1579;0;0.7;0.1;0.0
871;4124;0;0.0;0.05;0.15
872;2251;0;0.0;0.2;0.05
873;1541;0;0.15;0.3;0.35
874;3898;0;0.3;0.05;0.15
875;4478;0;0.3;0.05;0.8
876;389;0;0.8;0.85;0.65
877;2678;0;0.7;0.95;0.55
878;1013;0;0.8;0.4;0.7
879;2560;0;0.0;0.0;0.3
880;2033;0;0.4;0.7;0.45
881;1000;0;0.8;0.35;0.65
882;2475;0;0.3;0.35;0.75
883;4464;0;0.0;0.8;0.9
884;129;0;0.4;0.1;0.8
885;4687;0;0.95;0.8;0.85
886;3670;0;0.4;0.4;0.35
887;780;0;0.9;0.9;0.95
888;4506;0;0.0;0.95;0.0
889;2471;0;0.0;0.35;0.15
890;4631;0;0.2;0.25;0.6
891;3730;0;0.0;0.15;0.85
892;4929;0;0.7;0.35;0.05
893;4019;1;0.45;0.25;0.25
894;1419;0;0.3;0.55;0.5
895;2877;0;0.6;0.95;0.4
896;4803;0;0.6;0.9;0.95
897;1172;0;0.8;0.75;0.5
898;880;0;0.7;0.25;0.9
899;2626;0;0.8;0.4;0.7
900;1466;0;0.3;0.1;0.3
901;3511;0;0.45;0.75;0.85
902;901;0;0.15;0.85;0.0
903;3688;0;0.0;0.35;0.55
904;363;0;0.0;0.35;0.0
905;2720;0;0.0;0.4;0.9
906;732;1;0.8;0.35;0.35
907;196;0;0.7;0.95;0.15
908;1144;1;0.5;0.75;0.2
909;3834;0;0.0;0.05;0.05
910;4221;1;0.9;0.95;0.7
911;2186;0;0.0;0.45;0.3
912;3922;0;0.3;0.3;0.6
913;4413;1;0.7;0.45;0.1
914;2096;0;0.45;0.4;0.5
915;302;0;0.45;0.0;0.55
916;2238;0;0.2;0.15;0.05
917;4259;0;0.15;0.05;0.45
918;4985;0;0.3;0.5;0.4
919;4116;0;0.0;0.65;0.75
920;4656;0;0.7;0.25;0.65
921;4693;1;0.85;0.5;0.55
922;1310;0;0.15;0.7;0.15
923;791;0;0.3;0.75;0.65
924;2030;0;0.0;0.55;0.4
925;2613;1;0.2;0.95;0.7
926;1887;1;0.55;0.6;0.5
927;4396;0;0.0;0.65;0.0
928;924;0;0.3;0.05;0.35
929;440;0;0.95;0.85;0.9
930;4683;0;0.0;0.3;0.5
931;134;1;0.3;0.7;0.5
932;900;1;0.9;0.3;0.85
933;4092;0;0.0;0.15;0.7
934;1855;0;0.8;0.55;0.25
935;1410;0;0.0;0.05;0.05
936;1613;0;0.0;0.75;0.0
937;4283;0;0.3;0.05;0.1
938;471;0;0.95;0.35;0.95
939;3970;1;0.5;0.35;0.65
940;2707;0;0.2;0.85;0.5
941;2455;0;0.7;0.8;0.05
942;4458;1;0.0;0.6;0.85
943;4731;1;0.9;0.45;0.85
944;237;0;0.3;0.3;0.2
945;2949;1;0.45;0.8;0.75
946;1349;0;0.0;0.0;0.35
947;707;0;0.4;0.1;0.45
948;2918;0;0.0;0.45;0.5
949;843;0;0.3;0.25;0.2
950;291;0;0.6;0.35;0.75
951;2225;0;0.0;0.75;0.05
952;4664;0;0.3;0.9;0.4
953;4305;0;0.3;0.05;0.55
954;2973;0;0.15;0.15;0.45
955;1032;0;0.7;0.3;0.3
956;3495;0;0.8;0.85;0.9
957;1722;0;0.0;0.35;0.45
958;2037;0;0.45;0.2;0.7
959;2154;0;0.2;0.3;0.95
960;3563;0;0.7;0.8;0.25
961;3575;0;0.8;0.5;0.4
962;4441;0;0.9;0.85;0.2
963;3419;0;0.85;0.9;0.45
964;772;0;0.4;0.25;0.15
965;1965;0;0.95;0.5;0.85
966;3758;1;0.95;0.75;0.85
967;4969;0;0.85;0.9;0.8
968;1862;0;0.0;0.25;0.45
969;258;0;0.85;0.5;0.35
970;3976;0;0.0;0.8;0.15
971;2493;0;0.5;0.45;0.05
972;2556;0;0.5;0.45;0.85
973;1522;0;0.4;0.3;0.3
974;3339;0;0.7;0.75;0.25
975;1583;0;0.15;0.05;0.0
976;4408;0;0.2;0.05;0.4
977;1386;0;0.4;0.35;0.15
978;1007;0;0.6;0.55;0.5
979;4355;0;0.3;0.35;0.65
980;1368;0;0.7;0.7;0.95
981;1674;0;0.7;0.45;0.2
982;1515;0;0.3;0.1;0.1
983;2128;0;0.0;0.15;0.5
984;827;0;0.55;0.75;0.8
985;330;0;0.85;0.7;0.0
986;2880;1;0.7;0.35;0.45
987;847;0;0.5;0.6;0.45
988;2548;0;0.55;0.0;0.25
989;2891;1;0.8;0.35;0.45
990;333;0;0.6;0.75;0.7
991;4543;0;0.9;0.75;0.9
992;3893;0;0.0;0.2;0.1
993;3996;0;0.2;0.3;0.2
994;249;0;0.55;0.1;0.8
995;1138;0;0.2;0.5;0.5
996;3542;0;0.9;0.3;0.95
997;482;0;0.2;0.0;0.25
998;1972;0;0.9;0.9;0.15
999;1352;0;0.3;0.15;0.0
1000;2919;0;0.8;0.85;0.55
1001;3214;0;0.45;0.2;0.45
1002;1095;0;0.9;0.0;0.9
1003;1073;0;0.45;0.7;0.95
1004;4294;0;0.15;0.7;0.05
1005;4142;0;0.3;0.95;0.0
1006;1811;0;0.85;0.6;0.95
1007;2536;0;0.8;0.55;0.75
1008;2683;0;0.0;0.05;0.7
1009;2820;0;0.0;0.15;0.0
1010;4243;0;0.4;0.0;0.05
1011;4541;1;0.5;0.7;0.2
1012;1789;1;0.3;0.05;0.35
1013;4177;0;0.3;0.15;0.1
1014;1775;0;0.45;0.45;0.25
1015;2276;0;0.95;0.95;0.85
1016;570;1;0.55;0.0;0.65
1017;1375;0;0.6;0.9;0.05
1018;2398;0;0.95;0.5;0.85
1019;2528;0;0.15;0.75;0.9
1020;4426;0;0.9;0.3;0.4
1021;2219;0;0.45;0.35;0.0
1022;4955;0;0.85;0.0;0.9
1023;4711;0;0.6;0.95;0.45
1024;1510;0;0.5;0.8;0.25
1025;4347;0;0.0;0.1;0.75
1026;612;0;0.15;0.2;0.75
1027;199;0;0.7;0.15;0.7
1028;647;0;0.0;0.1;0.5
1029;452;0;0.3;0.5;0.55
1030;3753;0;0.4;0.95;0.45
1031;2987;0;0.2;0.55;0.35
1032;4920;0;0.0;0.1;0.0
1033;4949;1;0.7;0.8;0.95
1034;3136;0;0.95;0.6;0.05
1035;4156;0;0.5;0.8;0.05
1036;1196;0;0.0;0.4;0.7
1037;4641;0;0.8;0.9;0.7
1038;3366;0;0.15;0.45;0.0
1039;4550;0;0.95;0.95;0.9
1040;433;0;0.5;0.15;0.0
1041;4814;0;0.55;0.0;0.0
1042;3472;0;0.0;0.25;0.85
1043;3889;0;0.7;0.1;0.5
1044;4772;0;0.0;0.05;0.0
1045;860;0;0.0;0.2;0.75
1046;515;1;0.95;0.35;0.35
1047;1875;0;0.55;0.3;0.05
1048;2710;0;0.2;0.1;0.55
1049;3219;0;0.0;0.05;0.2
1050;222;0;0.9;0.5;0.85
1051;4790;0;0.7;0.95;0.45
1052;562;0;0.0;0.0;0.05
1053;3033;0;0.45;0.0;0.1
1054;37;0;0.9;0.7;0.0
1055;3619;0;0.2;0.1;0.5
1056;4560;0;0.0;0.75;0.15
1057;3156;0;0.0;0.1;0.15
1058;719;0;0.3;0.55;0.0
1059;1566;0;0.95;0.95;0.9
1060;5;0;0.15;0.45;0.4
1061;3527;0;0.0;0.1;0.6
1062;4605;0;0.3;0.15;0.6
1063;1327;0;0.2;0.2;0.25
1064;3304;0;0.3;0.05;0.1
1065;1998;0;0.0;0.3;0.1
1066;3122;0;0.0;0.25;0.35
1067;1052;0;0.0;0.65;0.05
1068;4858;0;0.9;0.4;0.1
1069;1911;0;0.0;0.5;0.55
1070;3344;0;0.85;0.55;0.05
1071;2784;0;0.7;0.7;0.75
1072;1142;0;0.3;0.6;0.9
1073;3596;1;0.15;0.45;0.45
1074;281;0;0.0;0.05;0.9
1075;1439;0;0.0;0.4;0.5
1076;3715;0;0.5;0.0;0.4
1077;34;1;0.3;0.45;0.0
1078;4437;0;0.15;0.0;0.25
1079;2346;0;0.6;0.05;0.5
1080;2018;0;0.0;0.0;0.25
1081;71;0;0.3;0.7;0.2
1082;3987;1;0.7;0.4;0.35
1083;2421;0;0.3;0.35;0.7
1084;1169;0;0.8;0.3;0.55
1085;3874;0;0.45;0.5;0.75
1086;1978;0;0.7;0.45;0.9
1087;2333;0;0.85;0.85;0.95
1088;2417;0;0.0;0.15;0.9
1089;1832;1;0.5;0.3;0.0
1090;4553;0;0.45;0.0;0.9
1091;1557;0;0.0;0.15;0.0
1092;2952;0;0.5;0.5;0.05
1093;1351;0;0.3;0.15;0.55
1094;4328;0;0.7;0.45;0.6
1095;1270;0;0.5;0.55;0.2
1096;1902;0;0.6;0.7;0.75
1097;1029;0;0.45;0.8;0.45
1098;2432;0;0.0;0.1;0.85
1099;2968;0;0.3;0.05;0.55
1100;2671;0;0.0;0.05;0.9
1101;2063;0;0.5;0.3;0.15
1102;3185;0;0.3;0.7;0.0
1103;98;0;0.7;0.55;0.7
1104;1882;0;0.3;0.4;0.8
1105;24;0;0.2;0.55;0.85
1106;4904;0;0.3;0.2;0.25
1107;4055;0;0.45;0.9;0.95
1108;992;0;0.7;0.75;0.05
1109;2986;0;0.0;0.0;0.1
1110;3381;0;0.55;0.4;0.45
1111;887;0;0.0;0.35;0.1
1112;1714;1;0.7;0.35;0.1
1113;3047;0;0.0;0.35;0.15
1114;566;0;0.15;0.05;0.2
1115;3955;0;0.0;0.5;0.9
1116;3281;0;0.0;0.0;0.5
1117;1009;0;0.55;0.0;0.0
1118;1239;0;0.3;0.0;0.5
1119;1502;0;0.0;0.45;0.05
1120;4333;1;0.95;0.6;0.7
1121;2290;0;0.0;0.05;0.45
1122;956;0;0.0;0.15;0.6
1123;3443;0;0.2;0.35;0.1
1124;4216;0;0.0;0.5;0.0
1125;550;0;0.0;0.35;0.35
1126;3355;0;0.7;0.75;0.35
1127;2851;1;0.9;0.75;0.4
1128;2114;0;0.4;0.2;0.35
1129;4970;0;0.3;0.05;0.65
1130;4659;0;0.45;0.95;0.55
1131;365;0;0.45;0.85;0.65
1132;2144;0;0.15;0.7;0.0
1133;3937;0;0.85;0.95;0.55
1134;391;1;0.0;0.15;0.95
1135;4471;0;0.95;0.9;0.4
1136;3604;0;0.0;0.4;0.7
1137;4346;0;0.0;0.0;0.35
1138;1912;0;0.3;0.3;0.8
1139;2591;0;0.95;0.75;0.35
1140;2656;1;0.95;0.2;0.4
1141;4067;1;0.0;0.25;0.3
1142;2045;0;0.9;0.7;0.35
1143;296;0;0.0;0.5;0.3
1144;1963;0;0.8;0.4;0.85
1145;944;0;0.55;0.0;0.7
1146;1306;1;0.3;0.35;0.35
1147;4415;0;0.0;0.15;0.0
1148;3096;1;0.3;0.15;0.25
1149;1931;0;0.5;0.95;0.35
1150;2003;0;0.2;0.05;0.35
1151;3005;0;0.3;0.0;0.75
1152;3548;0;0.3;0.5;0.85
1153;2761;0;0.8;0.65;0.55
1154;4098;0;0.0;0.45;0.15
1155;1544;0;0.2;0.8;0.05
1156;840;0;0.7;0.45;0.0
1157;4228;0;0.4;0.3;0.95
1158;4395;0;0.15;0.05;0.25
1159;4337;0;0.45;0.0;0.7
1160;1508;0;0.2;0.3;0.25
1161;652;0;0.9;0.55;0.75
1162;2349;0;0.0;0.05;0.1
1163;4152;0;0.4;0.1;0.15
1164;690;0;0.5;0.5;0.0
1165;2409;0;0.0;0.15;0.15
1166;4917;0;0.0;0.25;0.55
1167;4717;0;0.3;0.25;0.2
1168;82;0;0.0;0.2;0.4
1169;1211;0;0.7;0.2;0.4
1170;2267;0;0.0;0.0;0.7
1171;4445;0;0.0;0.05;0.95
1172;4391;0;0.0;0.35;0.6
1173;4245;0;0.7;0.7;0.75
1174;287;0;0.3;0.05;0.1
1175;3765;0;0.0;0.15;0.5
1176;2183;0;0.7;0.65;0.6
1177;4963;0;0.5;0.45;0.8
1178;790;0;0.5;0.2;0.2
1179;2611;0;0.95;0.5;0.3
1180;4444;0;0.7;0.9;0.6
1181;1182;0;0.0;0.75;0.7
1182;989;0;0.6;0.4;0.35
1183;2913;0;0.7;0.1;0.95
1184;2340;0;0.8;0.95;0.45
1185;3483;0;0.4;0.1;0.5
1186;3385;0;0.6;0.9;0.7
1187;4450;0;0.8;0.65;0.25
1188;3900;0;0.3;0.05;0.9
1189;378;1;0.7;0.9;0.8
1190;4536;0;0.0;0.1;0.9
1191;1668;1;0.55;0.35;0.85
1192;3789;0;0.5;0.0;0.75
1193;2022;0;0.3;0.6;0.65
1194;1072;0;0.7;0.8;0.95
1195;1500;0;0.0;0.1;0.0
1196;1132;0;0.45;0.6;0.25
1197;2988;0;0.0;0.45;0.4
1198;4600;0;0.2;0.6;0.35
1199;1748;0;0.0;0.35;0.8
1200;1342;0;0.0;0.1;0.7
1201;2285;0;0.3;0.2;0.8
1202;4000;0;0.15;0.05;0.1
1203;3082;0;0.0;0.0;0.2
1204;1311;0;0.5;0.3;0.5
1205;4634;0;0.85;0.8;0.35
1206;4411;0;0.95;0.4;0.3
1207;403;0;0.15;0.45;0.45
1208;729;0;0.0;0.75;0.2
1209;1076;0;0.0;0.4;0.2
1210;3318;0;0.7;0.05;0.5
1211;41;0;0.7;0.2;0.0
1212;1178;0;0.0;0.45;0.1
1213;2972;0;0.0;0.05;0.05
1214;4585;0;0.5;0.4;0.2
1215;1590;0;0.8;0.95;0.7
1216;2143;0;0.0;0.4;0.0
1217;2495;0;0.7;0.8;0.7
1218;28;0;0.0;0.1;0.25
1219;4702;1;0.8;0.9;0.15
1220;2927;0;0.5;0.5;0.7
1221;3701;1;0.8;0.6;0.75
1222;3968;0;0.4;0.5;0.25
1223;3476;0;0.5;0.3;0.55
1224;4176;0;0.85;0.55;0.05
1225;3300;0;0.2;0.2;0.2
1226;3941;0;0.8;0.75;0.5
1227;4079;0;0.7;0.9;0.55
1228;2027;0;0.0;0.0;0.45
1229;571;0;0.3;0.15;0.1
1230;3291;0;0.5;0.15;0.1
1231;1790;0;0.7;0.65;0.9
1232;2553;0;0.2;0.45;0.3
1233;1920;0;0.4;0.7;0.9
1234;4606;0;0.0;0.05;0.65
1235;2294;0;0.4;0.3;0.95
1236;3438;0;0.0;0.3;0.35
1237;2985;0;0.0;0.15;0.0
1238;4648;0;0.3;0.4;0.7
1239;4008;0;0.55;0.85;0.55
1240;4342;0;0.5;0.15;0.05
1241;952;0;0.0;0.1;0.35
1242;765;0;0.7;0.1;0.15
1243;4401;0;0.0;0.4;0.9
1244;3499;1;0.7;0.95;0.75
1245;4368;0;0.4;0.5;0.5
1246;4843;0;0.5;0.65;0.15
1247;4677;0;0.3;0.05;0.4
1248;4270;0;0.0;0.05;0.2
1249;3625;0;0.0;0.35;0.55
1250;300;0;0.45;0.45;0.25
1251;2029;0;0.0;0.35;0.75
1252;3857;0;0.15;0.65;0.0
1253;2039;0;0.15;0.1;0.1
1254;740;0;0.15;0.25;0.0
1255;2048;0;0.8;0.3;0.45
1256;3286;0;0.0;0.1;0.35
1257;4961;0;0.15;0.25;0.9
1258;2893;0;0.3;0.55;0.4
1259;182;0;0.3;0.9;0.85
1260;3702;0;0.7;0.35;0.65
1261;4626;0;0.7;0.6;0.0
1262;905;0;0.4;0.2;0.75
1263;3299;0;0.8;0.9;0.65
1264;308;0;0.5;0.15;0.6
1265;1750;0;0.0;0.35;0.5
1266;1617;0;0.2;0.7;0.7
1267;4991;0;0.15;0.05;0.4
1268;246;0;0.0;0.2;0.05
1269;3404;0;0.0;0.0;0.0
1270;1713;0;0.2;0.5;0.25
1271;2098;0;0.3;0.55;0.15
1272;2846;1;0.9;0.8;0.05
1273;1712;0;0.45;0.65;0.85
1274;3371;0;0.0;0.2;0.0
1275;186;0;0.4;0.0;0.3
1276;1265;0;0.4;0.55;0.05
1277;3208;0;0.3;0.15;0.4
1278;1271;0;0.7;0.35;0.55
1279;2666;1;0.15;0.0;0.2
1280;4310;1;0.7;0.6;0.0
1281;811;0;0.4;0.0;0.3
1282;2086;0;0.0;0.05;0.05
1283;4181;0;0.3;0.55;0.1
1284;1800;1;0.7;0.95;0.25
1285;2261;0;0.0;0.55;0.2
1286;828;1;0.45;0.35;0.25
1287;1260;0;0.85;0.6;0.1
1288;4096;0;0.15;0.15;0.85
1289;2431;0;0.45;0.8;0.4
1290;2302;0;0.95;0.85;0.9
1291;1729;0;0.0;0.75;0.15
1292;2924;0;0.7;0.45;0.05
1293;2235;0;0.3;0.25;0.05
1294;4099;0;0.3;0.0;0.55
1295;3457;0;0.15;0.3;0.75
1296;2389;0;0.0;0.2;0.15
1297;242;0;0.45;0.3;0.3
1298;1903;1;0.2;0.85;0.55
1299;4754;0;0.45;0.7;0.8
1300;3083;0;0.0;0.2;0.65
1301;1675;0;0.2;0.1;0.85
1302;881;0;0.0;0.05;0.5
1303;3187;0;0.0;0.05;0.0
1304;1948;0;0.7;0.9;0.6
1305;2310;0;0.15;0.85;0.6
1306;564;0;0.2;0.15;0.05
1307;4237;0;0.7;0.0;0.0
1308;531;0;0.7;0.25;0.3
1309;1586;0;0.7;0.05;0.0
1310;3953;0;0.7;0.9;0.3
1311;4057;0;0.0;0.1;0.3
1312;2617;0;0.3;0.55;0.4
1313;2130;0;0.95;0.45;0.75
1314;2867;0;0.7;0.05;0.8
1315;126;0;0.3;0.35;0.85
1316;3059;1;0.7;0.75;0.4
1317;3827;0;0.0;0.25;0.15
1318;4808;0;0.0;0.65;0.3
1319;768;0;0.2;0.5;0.2
1320;3034;0;0.3;0.0;0.25
1321;1827;0;0.6;0.5;0.85
1322;1600;0;0.2;0.75;0.55
1323;3594;0;0.0;0.8;0.5
1324;1734;0;0.55;0.45;0.15
1325;3393;0;0.45;0.65;0.15
1326;149;0;0.9;0.6;0.45
1327;3470;0;0.0;0.05;0.7
1328;1456;0;0.3;0.35;0.55
1329;1989;1;0.9;0.4;0.05
1330;654;0;0.6;0.35;0.9
1331;1301;0;0.15;0.7;0.7
1332;3558;0;0.7;0.05;0.2
1333;591;0;0.0;0.15;0.2
1334;2543;0;0.55;0.2;0.75
1335;1997;0;0.5;0.4;0.5
1336;3196;1;0.7;0.7;0.8
1337;2190;0;0.0;0.35;0.0
1338;1647;1;0.85;0.55;0.65
1339;256;0;0.0;0.65;0.5
1340;2901;0;0.6;0.75;0.95
1341;4681;0;0.3;0.05;0.8
1342;3456;0;0.2;0.2;0.65
1343;2056;0;0.0;0.1;0.0
1344;4345;0;0.0;0.3;0.45
1345;1996;0;0.55;0.7;0.95
1346;2594;0;0.3;0.0;0.65
1347;1298;0;0.2;0.15;0.05
1348;251;0;0.3;0.75;0.4
1349;52;0;0.0;0.0;0.0
1350;160;1;0.7;0.8;0.1
1351;207;0;0.4;0.15;0.9
1352;3217;0;0.15;0.25;0.4
1353;2661;1;0.8;0.7;0.1
1354;3305;0;0.0;0.5;0.65
1355;1195;0;0.0;0.35;0.1
1356;668;0;0.0;0.15;0.15
1357;3792;0;0.0;0.15;0.4
1358;2797;0;0.15;0.1;0.0
1359;1565;0;0.0;0.65;0.05
1360;2017;0;0.7;0.6;0.6
1361;1652;0;0.0;0.0;0.95
1362;4394;1;0.4;0.5;0.6
1363;3740;0;0.7;0.0;0.95
1364;49;0;0.45;0.95;0.9
1365;1296;0;0.0;0.35;0.2
1366;2436;0;0.4;0.65;0.75
1367;3778;1;0.2;0.45;0.85
1368;1839;0;0.4;0.6;0.7
1369;373;0;0.7;0.8;0.5
1370;3278;0;0.4;0.75;0.05
1371;3089;0;0.0;0.5;0.45
1372;3787;0;0.0;0.45;0.9
1373;193;0;0.55;0.75;0.6
1374;2773;0;0.15;0.25;0.05
1375;577;0;0.0;0.1;0.0
1376;4150;0;0.45;0.45;0.8
1377;3551;1;0.3;0.2;0.05
1378;2257;0;0.7;0.55;0.2
1379;2054;0;0.85;0.65;0.85
1380;2950;0;0.7;0.55;0.9
1381;3522;0;0.3;0.35;0.2
1382;2279;1;0.0;0.95;0.55
1383;592;0;0.15;0.25;0.1
1384;4977;0;0.7;0.0;0.8
1385;2921;0;0.5;0.75;0.1
1386;1865;0;0.0;0.1;0.15
1387;2427;0;0.0;0.5;0.6
1388;2170;0;0.0;0.1;0.75
1389;1776;0;0.4;0.75;0.45
1390;2831;0;0.15;0.35;0.25
1391;3734;0;0.7;0.75;0.2
1392;4678;0;0.15;0.55;0.5
1393;1149;0;0.0;0.4;0.55
1394;4048;0;0.95;0.65;0.75
1395;981;0;0.0;0.2;0.85
1396;2296;0;0.95;0.7;0.3
1397;815;0;0.3;0.15;0.05
1398;4571;0;0.0;0.6;0.8
1399;2547;0;0.0;0.7;0.15
1400;4521;0;0.5;0.7;0.7
1401;4170;0;0.4;0.95;0.3
1402;959;0;0.15;0.1;0.6
1403;3609;0;0.9;0.0;0.75
1404;3284;0;0.3;0.65;0.65
1405;26;0;0.85;0.55;0.4
1406;836;0;0.7;0.65;0.3
1407;3550;0;0.3;0.45;0.65
1408;2933;0;0.95;0.85;0.9
1409;4780;0;0.15;0.55;0.3
1410;4014;0;0.0;0.5;0.1
1411;2538;0;0.0;0.4;0.25
1412;1856;0;0.15;0.9;0.2
1413;2264;0;0.9;0.1;0.9
1414;2604;0;0.0;0.3;0.95
1415;710;1;0.0;0.15;0.2
1416;694;0;0.0;0.55;0.15
1417;48;0;0.4;0.65;0.95
1418;4750;0;0.0;0.5;0.05
1419;2975;1;0.45;0.95;0.7
1420;3595;0;0.85;0.9;0.5
1421;3788;0;0.0;0.15;0.15
1422;4112;0;0.9;0.95;0.4
1423;4952;0;0.9;0.55;0.15
1424;424;1;0.95;0.55;0.75
1425;1731;1;0.2;0.9;0.85
1426;4185;0;0.5;0.0;0.7
1427;4285;0;0.0;0.1;0.6
1428;1840;1;0.0;0.35;0.15
1429;437;0;0.95;0.75;0.75
1430;4930;0;0.3;0.6;0.75
1431;2354;0;0.15;0.95;0.15
1432;2818;1;0.0;0.15;0.1
1433;1525;0;0.4;0.6;0.1
1434;3465;0;0.7;0.7;0.9
1435;1556;1;0.9;0.45;0.95
1436;4146;1;0.3;0.7;0.55
1437;2444;0;0.0;0.15;0.05
1438;2124;0;0.3;0.9;0.45
1439;1405;0;0.0;0.1;0.7
1440;1819;0;0.85;0.85;0.5
1441;1650;0;0.15;0.5;0.3
1442;2157;0;0.2;0.4;0.65
1443;701;1;0.3;0.0;0.5
1444;3466;1;0.0;0.35;0.5
1445;2352;0;0.4;0.9;0.95
1446;4025;1;0.0;0.1;0.8
1447;4318;0;0.3;0.45;0.1
1448;2957;0;0.4;0.75;0.45
1449;1020;0;0.3;0.8;0.8
1450;3589;0;0.9;0.35;0.95
1451;3918;0;0.7;0.0;0.5
1452;1567;0;0.4;0.0;0.05
1453;2552;0;0.15;0.45;0.35
1454;3429;0;0.0;0.0;0.65
1455;991;0;0.3;0.1;0.05
1456;4501;0;0.15;0.7;0.2
1457;3437;0;0.2;0.15;0.1
1458;4477;0;0.3;0.95;0.65
1459;184;0;0.0;0.45;0.0
1460;610;0;0.7;0.95;0.05
